,lat,lon,max_temp,humidity,wind_speed,cloudiness,country,date,name
355,65.3172,21.4794,46.49,87,5.91,100,SE,1665365052,Piteå
356,-2.9248,-39.9167,78.93,82,17.69,17,BR,1665365052,Itarema
357,-37.8333,147.6167,61.05,51,1.01,12,AU,1665365053,Bairnsdale
358,-34.5833,150.8552,59.25,67,4.56,99,AU,1665364897,Flinders
359,8.4109,20.6473,69.01,96,0.69,54,CF,1665365053,Ndélé
360,7.452,123.4312,81.68,77,1.92,70,PH,1665364997,Malim
361,36.4141,64.9053,53.67,25,1.36,0,AF,1665365054,Dawlatabad
362,-21.15,149.2,84.69,73,16.33,17,AU,1665364858,Mackay
363,38.4674,14.954,70.02,72,7.74,99,IT,1665365055,Lipari
364,-40.8135,-62.9967,46.81,66,10.22,6,AR,1665365055,Viedma
365,10.3999,5.4695,72.41,94,3.91,32,NG,1665365055,Kontagora
366,-16.8392,36.9856,70.05,91,2.89,0,MZ,1665365056,Mocuba
367,29.3333,113.0919,57.24,40,7.85,33,CN,1665365050,Yueyang
368,68.0531,39.5131,40.3,81,19.82,98,RU,1665365056,Ostrovnoy
369,65.1073,57.0459,41.36,94,7.67,87,RU,1665365057,Kozhva
370,20.9,70.3667,81.25,80,4.59,75,IN,1665365057,Verāval
371,-31.7031,27.2329,59.58,77,4.12,99,ZA,1665365057,Lady Frere
372,37.5741,-122.3794,60.22,82,18.41,20,US,1665365057,Hillsborough
373,27.3298,-82.4576,79.54,68,10.36,75,US,1665365058,Fruitville
374,51.226,-58.6502,42.73,74,8.75,100,CA,1665365058,Saint-Augustin
375,61.3833,152.75,11.59,86,1.01,55,RU,1665365058,Talaya
376,24.3961,71.6267,80.19,74,4.23,12,IN,1665365059,Tharād
377,13.7667,109.2333,75.81,95,9.15,100,VN,1665365059,Qui Nhon
378,-45.5752,-72.0662,46.35,57,8.05,0,CL,1665365059,Coyhaique
379,58.6881,99.1844,37.89,88,3.24,98,RU,1665365060,Kodinsk
380,58.8053,-122.7002,69.39,37,4.61,75,CA,1665365060,Fort Nelson
381,31.6315,-8.0083,68.07,77,6.91,40,MA,1665364927,Marrakesh
382,-25.1667,45.05,68.95,97,6.2,32,MG,1665365060,Beloha
383,4.8517,31.5825,68.18,94,3.02,100,SS,1665365061,Juba
384,-5.0892,-81.1144,64.02,86,13.24,80,PE,1665365061,Paita
385,50.6996,-127.4199,50.18,100,3.44,100,CA,1665365061,Port Hardy
386,57.098,39.3835,44.08,95,6.76,80,RU,1665365062,Porech'ye-Rybnoye
387,64.1835,-51.7216,32.61,93,3.44,100,GL,1665365062,Nuuk
388,59.3267,14.5239,49.35,89,9.64,21,SE,1665365062,Karlskoga
389,-8.2578,-49.2647,80.91,58,2.86,59,BR,1665365063,Conceição do Araguaia
390,-20.7333,139.5,82.17,24,8.05,0,AU,1665365064,Mount Isa
391,-32.7167,152.15,63.52,69,8.01,100,AU,1665365064,Nelson Bay
392,50.7214,136.6319,43.92,65,2.35,15,RU,1665365064,Solnechnyy
393,-23.65,-70.4,58.28,81,3.8,44,CL,1665364908,Antofagasta
394,35.6225,-117.6709,87.13,18,4.0,20,US,1665364767,Ridgecrest
395,-2.5333,112.95,74.46,97,0.65,100,ID,1665365065,Sampit
396,20.4667,94.8833,80.38,78,3.53,70,MM,1665365065,Yenangyaung
397,-26.6481,15.1594,65.19,62,4.45,100,NA,1665365065,Lüderitz
398,30.3,109.4833,56.7,78,1.16,100,CN,1665365066,Enshi
399,-20.2208,-70.1431,60.84,71,0.81,12,CL,1665365038,Iquique
400,5.3833,-52.95,79.66,88,10.02,76,GF,1665365066,Sinnamary
401,61.67,96.37,35.47,95,1.86,100,RU,1665365008,Baykit
402,39.1502,-123.2078,80.8,31,0.0,0,US,1665365066,Ukiah
403,8.4509,98.5298,78.84,86,0.67,100,TH,1665365067,Phang Nga
404,50.4111,80.2275,44.82,87,8.95,100,KZ,1665364825,Semey
405,39.6482,47.9174,65.34,75,0.67,3,IR,1665365067,Pārsābād
406,56.0055,71.5113,44.55,84,11.1,100,RU,1665365067,Krutinka
407,-8.103,156.8419,84.09,65,2.08,18,SB,1665365068,Gizo Government Station
408,56.45,138.1667,37.6,43,2.86,19,RU,1665365068,Ayan
409,38.7333,-27.0667,71.85,94,10.33,40,PT,1665365068,Praia da Vitória
410,-2.7167,17.6833,69.93,97,1.43,100,CD,1665365069,Nioki
411,61.25,73.4167,41.09,86,8.99,40,RU,1665365069,Surgut
412,68.3499,-133.7218,34.66,100,10.36,100,CA,1665365070,Inuvik
413,53.858,120.875,35.91,51,4.65,90,RU,1665365070,Amazar
414,-19.7281,-50.1956,69.75,87,6.08,100,BR,1665364900,Iturama
415,43.6125,122.2653,33.96,73,23.64,100,CN,1665365070,Tongliao
416,25.8,113.0333,58.59,51,5.97,69,CN,1665365071,Chenzhou
417,66.9395,-53.6735,25.11,68,7.76,100,GL,1665365071,Sisimiut
418,28.85,121.1167,61.93,19,11.56,9,CN,1665365071,Linhai
419,1.487,124.8455,86.77,70,3.44,40,ID,1665365072,Manado
420,7.0419,134.2556,86.5,61,7.74,36,PW,1665365072,Kloulklubed
421,65.5833,-171.0,32.09,54,13.31,8,RU,1665365072,Lavrentiya
422,34.6851,135.8049,68.63,81,3.36,100,JP,1665364935,Nara
423,63.4453,120.3167,32.9,98,4.41,100,RU,1665365073,Verkhnevilyuysk
424,52.1415,-122.1445,66.06,54,4.61,75,CA,1665364794,Williams Lake
425,32.3333,-117.0333,68.49,78,7.38,23,MX,1665365007,Rosarito
426,16.8634,-99.8901,84.02,84,12.66,75,MX,1665364954,Acapulco de Juárez
427,-10.4544,161.9205,84.13,72,5.91,49,SB,1665365073,Kirakira
428,60.0,-1.25,51.62,76,25.32,75,GB,1665365074,Sandwick
429,44.6108,132.7969,46.94,81,14.97,100,RU,1665365074,Spasskoye
430,20.6569,-74.9403,80.28,82,10.74,61,CU,1665365074,Moa
431,53.5102,142.9671,43.41,64,6.78,7,RU,1665365074,Ekhabi
432,-2.0226,147.2712,84.56,57,10.58,89,PG,1665365075,Lorengau
433,41.1989,36.7219,62.37,82,4.61,75,TR,1665365075,Çarşamba
434,13.8833,120.65,83.05,70,6.73,10,PH,1665365075,Calatagan
435,52.0486,106.6528,39.02,46,3.42,13,RU,1665365076,Kabansk
436,-1.7483,-52.2383,79.3,74,7.85,85,BR,1665365076,Porto de Moz
437,18.3333,105.9,68.9,89,12.95,100,VN,1665365076,Ha Tinh
438,20.8947,-156.47,85.14,70,6.91,40,US,1665365077,Kahului
439,24.9,-76.2,82.83,74,18.41,53,BS,1665365077,Rock Sound
440,18.9048,-3.5265,92.23,13,6.29,11,ML,1665365077,Araouane
441,2.0371,45.3438,76.57,86,15.01,31,SO,1665364833,Mogadishu
442,51.6667,135.7,44.33,41,1.41,0,RU,1665365078,Berezovyy
443,40.4163,-120.653,72.93,23,10.36,20,US,1665365078,Susanville
444,48.3855,18.4006,50.14,75,6.51,41,SK,1665365078,Zlaté Moravce
445,35.6003,103.2064,44.37,46,1.83,100,CN,1665365079,Linxia Chengguanzhen
446,53.3925,-2.5802,49.93,93,9.22,75,GB,1665365079,Warrington
447,44.3683,-100.351,62.91,43,8.01,0,US,1665365079,Pierre
448,-6.1349,12.3689,75.47,87,7.14,38,AO,1665365080,Soyo
449,17.8868,-77.5902,77.68,87,9.78,54,JM,1665365080,Bull Savanna
450,43.1667,70.4667,40.75,62,4.14,0,KZ,1665365080,Karatau
451,20.5022,-10.0711,87.85,28,19.26,100,MR,1665365081,Adrar
452,50.1167,139.15,44.94,76,3.24,63,RU,1665365081,Vysokogornyy
453,43.6475,111.9767,37.18,25,5.93,0,CN,1665365081,Erenhot
454,55.9333,158.7,30.25,72,9.37,78,RU,1665365081,Esso
455,60.9167,-46.05,35.82,98,4.56,100,GL,1665365082,Narsaq
456,31.61,34.7642,66.09,68,1.66,0,IL,1665365082,Kiryat Gat
457,39.4101,-74.3646,52.47,72,1.01,0,US,1665365083,Brigantine
458,24.4667,85.6,74.88,86,4.97,0,IN,1665365083,Kodarmā
459,47.1666,-55.1483,48.56,79,10.85,2,CA,1665365083,Marystown
460,36.3,139.8,65.59,87,2.89,100,JP,1665365084,Oyama
461,9.51,-7.5692,71.56,91,2.24,100,CI,1665365084,Odienné
462,37.8667,139.1167,66.16,88,4.61,75,JP,1665365084,Kameda-honchō
463,-14.6585,17.691,63.3,28,5.59,9,AO,1665365085,Menongue
464,59.0556,80.8572,37.54,97,6.96,77,RU,1665365085,Kargasok
465,38.4166,-108.2673,50.32,51,4.03,5,US,1665365085,Montrose
466,-17.1717,-71.7931,60.15,80,5.08,9,PE,1665365085,Punta de Bombón
467,39.8885,4.2658,63.16,94,2.3,0,ES,1665365086,Mahon
468,51.5,156.5167,44.64,63,19.51,100,RU,1665365086,Ozernovskiy
469,4.2498,117.8871,84.33,79,4.14,100,MY,1665365086,Tawao
470,-12.974,40.5178,74.1,88,5.75,20,MZ,1665365087,Pemba
471,-20.65,166.5333,76.42,76,20.4,53,NC,1665365087,Fayaoué
472,39.7767,30.5206,44.51,100,4.61,40,TR,1665365087,Eskişehir
473,33.2833,134.15,75.25,75,15.95,5,JP,1665365087,Muroto-misakicho
474,17.4189,121.4443,80.69,71,7.47,9,PH,1665365088,Tabuk
475,18.65,-74.1167,80.15,80,1.66,5,HT,1665365088,Jérémie
476,51.655,17.8069,44.58,77,8.14,0,PL,1665365089,Ostrów Wielkopolski
477,60.733,56.7202,48.49,88,11.39,100,RU,1665365089,Nyrob
478,-2.6741,141.3028,86.14,64,6.69,49,PG,1665365089,Vanimo
479,-12.9274,34.2961,72.52,45,3.91,0,MW,1665365090,Nkhotakota
480,-24.2478,-51.6847,64.45,95,2.66,100,BR,1665365090,Ivaiporã
481,46.1159,-64.8019,44.13,82,8.05,75,CA,1665364831,Moncton
482,-1.5746,9.2618,76.3,89,5.21,100,GA,1665365090,Omboué
483,-37.8817,144.983,60.49,53,4.0,74,AU,1665365091,Elwood
484,-45.8742,170.5036,61.92,52,8.46,64,NZ,1665365091,Dunedin
485,11.2833,-15.8333,81.1,77,5.57,11,GW,1665365091,Bubaque
486,36.6177,-121.9166,58.55,89,5.75,100,US,1665364891,Pacific Grove
487,67.667,12.6934,51.66,80,36.44,100,NO,1665365092,Sørland
488,65.441,52.1498,41.47,85,8.48,98,RU,1665365092,Ust-Tsilma
489,19.1059,37.3321,82.44,78,7.52,23,SD,1665365092,Sawākin
490,-20.2833,44.2833,73.09,90,4.23,33,MG,1665365093,Morondava
491,37.5683,126.9778,52.18,58,13.8,40,KR,1665364800,Seoul
492,13.35,-15.75,73.08,92,4.85,23,GM,1665365093,Nioro
493,34.2583,108.9286,45.41,36,3.42,99,CN,1665364986,Xi'an
494,-35.1667,173.1667,63.28,62,11.07,99,NZ,1665365093,Ahipara
495,60.0973,19.9348,51.66,82,8.05,0,AX,1665365094,Mariehamn
496,57.3439,36.0453,39.07,94,4.72,0,RU,1665365094,Rameshki
497,51.064,-0.3272,52.25,91,2.3,0,GB,1665365094,Horsham
498,30.3333,10.85,72.27,28,8.37,3,LY,1665365095,Nālūt
499,-18.65,-173.9833,76.6,82,22.12,100,TO,1665365095,Neiafu
500,-34.0226,20.4417,59.34,86,5.59,100,ZA,1665365095,Swellendam
501,-5.795,-35.2094,75.42,94,10.36,75,BR,1665365095,Natal
502,-26.0736,-53.7253,54.0,91,5.7,100,BR,1665365096,Santo Antônio do Sudoeste
503,38.8876,-76.5119,49.44,81,0.0,0,US,1665364834,Mayo
504,43.213,-8.691,60.49,90,7.56,64,ES,1665365096,Carballo
505,-37.8333,140.7667,60.42,52,5.5,85,AU,1665365097,Mount Gambier
506,50.1344,-97.3268,42.91,43,5.53,1,CA,1665365097,Stonewall
507,31.7561,25.0865,69.39,64,6.26,1,LY,1665365097,Al Bardīyah
508,-16.5,-68.15,46.38,61,8.05,20,BO,1665364809,La Paz
509,63.1792,14.6357,46.85,76,12.66,25,SE,1665365098,Östersund
510,13.55,-7.45,78.13,64,7.09,24,ML,1665365098,Banamba
511,47.5999,-53.2648,43.81,95,8.32,5,CA,1665365098,Bay Roberts
512,-21.15,55.2833,67.17,68,4.0,31,RE,1665365099,Saint-Leu
513,-5.6667,132.75,83.55,74,10.65,82,ID,1665365099,Tual
514,-34.0033,24.7314,55.89,94,4.52,99,ZA,1665365099,Kruisfontein
515,42.2506,-75.833,47.52,86,1.9,12,US,1665365100,Broome
516,34.6182,-79.0086,57.87,94,5.91,75,US,1665365100,Lumberton
517,46.5389,138.3297,48.9,81,13.24,100,RU,1665365101,Svetlaya
518,50.8448,37.2913,52.68,78,5.46,100,RU,1665365101,Spornoye
519,59.3833,143.3,29.55,46,9.24,27,RU,1665365102,Okhotsk
520,-9.3727,30.125,63.91,38,7.56,3,ZM,1665365102,Mporokoso
521,59.6425,-151.5483,43.05,59,34.0,0,US,1665365102,Homer
522,20.1986,1.0114,83.73,18,10.74,5,ML,1665365103,Tessalit
523,31.5917,54.4318,52.3,21,1.36,0,IR,1665365103,Mahrīz
524,6.8833,73.1,80.58,82,14.29,56,MV,1665364877,Dhidhdhoo
525,5.75,38.9167,56.73,96,2.39,93,ET,1665365104,Shakiso
526,19.9103,109.6859,72.43,79,14.27,90,CN,1665365104,Lingao
527,21.6422,69.6093,81.79,80,4.85,35,IN,1665365105,Porbandar
528,2.0167,112.9333,76.64,90,1.21,100,MY,1665365105,Kapit
529,50.0979,118.0369,37.26,38,5.28,13,RU,1665365106,Krasnokamensk
530,17.65,83.2667,77.32,100,9.22,100,IN,1665365106,Yārāda
